STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA
10001,16-08-42,0,,25.55555556,19.44444444,22.22222222,0,,42,8,16
10001,17-08-42,T,,25.55555556,20,22.77777778,0,,42,8,17
10001,18-08-42,T,,26.11111111,20.55555556,23.33333333,0,,42,8,18
10001,19-08-42,0,,27.77777778,20.55555556,24.44444444,0,,42,8,19
10001,20-08-42,0.508,,23.88888889,20.55555556,22.22222222,0,,42,8,20
10001,21-08-42,0.254,,32.77777778,20,23.33333333,0,,42,8,21
10001,22-08-42,0,,27.22222222,20.55555556,23.33333333,0,,42,8,22
10001,23-08-42,0,,25,20.55555556,22.77777778,0,,42,8,23
10001,24-08-42,0,,27.77777778,20.55555556,24.44444444,0,,42,8,24
10001,25-08-42,0,,26.66666667,20,23.33333333,0,,42,8,25
10001,26-08-42,0,,27.22222222,20.55555556,23.88888889,0,,42,8,26
10001,27-08-42,0,,27.22222222,20.55555556,23.88888889,0,,42,8,27
10001,28-08-42,T,,27.22222222,20.55555556,23.88888889,0,,42,8,28
10001,29-08-42,T,,25,21.11111111,23.33333333,0,,42,8,29
10001,30-08-42,0,,27.22222222,20.55555556,23.88888889,0,,42,8,30
10001,31-08-42,0,,27.22222222,21.11111111,23.88888889,0,,42,8,31
10001,01-09-42,0.254,,27.22222222,21.11111111,24.44444444,0,,42,9,1
10001,02-09-42,0.254,,27.22222222,22.22222222,25,0,,42,9,2
10001,03-09-42,1.778,,27.22222222,21.11111111,24.44444444,0,,42,9,3
10001,04-09-42,0,,27.22222222,21.11111111,24.44444444,0,,42,9,4
10001,05-09-42,T,,27.22222222,22.22222222,24.44444444,0,,42,9,5
10001,06-09-42,0,,26.66666667,22.22222222,24.44444444,0,,42,9,6
10001,07-09-42,0.254,,26.66666667,21.66666667,24.44444444,0,,42,9,7
10001,08-09-42,0,,27.22222222,21.11111111,24.44444444,0,,42,9,8
10001,09-09-42,T,,26.66666667,21.66666667,24.44444444,0,,42,9,9
10001,10-09-42,0,,28.33333333,21.11111111,24.44444444,0,,42,9,10
10001,11-09-42,0,,26.11111111,21.11111111,23.33333333,0,,42,9,11
10001,12-09-42,T,,27.22222222,21.66666667,24.44444444,0,,42,9,12
10001,13-09-42,T,,27.22222222,21.66666667,24.44444444,0,,42,9,13
10001,14-09-42,1.016,,27.77777778,22.77777778,25.55555556,0,,42,9,14
10001,15-09-42,0,,27.77777778,22.77777778,25.55555556,0,,42,9,15
10001,16-09-42,0,,30,21.66666667,25.55555556,0,,42,9,16
10001,17-09-42,0,,27.77777778,22.22222222,25,0,,42,9,17
10001,18-09-42,0,,31.11111111,21.11111111,26.11111111,0,,42,9,18
10001,19-09-42,0,,34.44444444,22.22222222,28.33333333,0,,42,9,19
10001,20-09-42,T,,30.55555556,21.66666667,26.11111111,0,,42,9,20
10001,21-09-42,T,,29.44444444,22.22222222,26.11111111,0,,42,9,21
10001,22-09-42,T,,30.55555556,22.22222222,26.66666667,0,,42,9,22
10001,23-09-42,0.254,,26.11111111,23.33333333,25,0,,42,9,23
10001,24-09-42,0,,25.55555556,22.22222222,23.88888889,0,,42,9,24
10001,25-09-42,T,,30.55555556,21.66666667,26.11111111,0,,42,9,25
10001,26-09-42,0,,31.66666667,22.22222222,27.22222222,0,,42,9,26
10001,27-09-42,T,,31.66666667,21.11111111,26.66666667,0,,42,9,27
10001,28-09-42,3.302,,32.22222222,20.55555556,26.11111111,0,,42,9,28
10001,29-09-42,0.762,,27.77777778,22.22222222,25,0,,42,9,29
10001,30-09-42,0,,29.44444444,22.22222222,26.11111111,0,,42,9,30
10001,01-10-42,T,,31.11111111,23.33333333,27.22222222,0,,42,10,1
10001,02-10-42,0,,31.11111111,22.77777778,27.22222222,0,,42,10,2
10001,03-10-42,0,,31.11111111,22.22222222,26.66666667,0,,42,10,3
10001,04-10-42,5.588,,27.22222222,21.11111111,23.88888889,0,,42,10,4
10001,05-10-42,0,,31.11111111,22.22222222,26.66666667,0,,42,10,5
10001,06-10-42,0.254,,29.44444444,22.22222222,25.55555556,0,,42,10,6
10001,07-10-42,5.08,,29.44444444,22.77777778,26.11111111,0,,42,10,7
10001,08-10-42,2.032,,28.88888889,20.55555556,25,0,,42,10,8
10001,09-10-42,0,,31.11111111,22.22222222,26.66666667,0,,42,10,9
10001,10-10-42,T,,30.55555556,22.22222222,26.66666667,0,,42,10,10
10001,11-10-42,T,,27.77777778,21.11111111,24.44444444,0,,42,10,11
10001,12-10-42,0,,30.55555556,21.11111111,25.55555556,0,,42,10,12
10001,13-10-42,T,,30,22.77777778,26.11111111,0,,42,10,13
10001,14-10-42,25.654,,27.22222222,22.22222222,24.44444444,0,,42,10,14
10001,15-10-42,T,,30.55555556,21.11111111,25.55555556,0,,42,10,15
10001,16-10-42,T,,30.55555556,22.22222222,26.11111111,0,,42,10,16
10001,17-10-42,40.132,,28.88888889,21.66666667,25.55555556,0,,42,10,17
10001,18-10-42,T,,30,22.22222222,26.11111111,0,,42,10,18
10001,19-10-42,0.762,,30,21.66666667,26.11111111,0,,42,10,19
10001,20-10-42,T,,29.44444444,22.22222222,26.11111111,0,,42,10,20
10001,21-10-42,2.032,,28.88888889,22.22222222,25.55555556,0,,42,10,21
10001,22-10-42,0,,30,22.22222222,25.55555556,0,,42,10,22
10001,23-10-42,0,,30.55555556,22.77777778,26.66666667,0,,42,10,23
10001,24-10-42,T,,30.55555556,22.22222222,26.11111111,0,,42,10,24
10001,25-10-42,0,,31.11111111,22.22222222,26.66666667,0,,42,10,25
10001,26-10-42,0,,31.11111111,22.22222222,26.66666667,0,,42,10,26
10001,27-10-42,0,,31.66666667,22.77777778,27.22222222,0,,42,10,27
10001,28-10-42,0,,31.11111111,22.22222222,26.66666667,0,,42,10,28
10001,29-10-42,0,,32.22222222,21.11111111,26.66666667,0,,42,10,29
10001,30-10-42,0.508,,31.66666667,21.66666667,26.66666667,0,,42,10,30
10001,31-10-42,T,,30.55555556,20.55555556,25.55555556,0,1,42,10,31
10001,01-11-42,0,,31.11111111,23.33333333,27.22222222,0,,42,11,1
10001,02-11-42,0,,31.66666667,22.22222222,26.66666667,0,,42,11,2
10001,03-11-42,0,,31.11111111,22.22222222,26.66666667,0,,42,11,3
10001,04-11-42,T,,30.55555556,22.77777778,26.66666667,0,,42,11,4
10001,05-11-42,0,,31.66666667,22.22222222,26.66666667,0,,42,11,5
10001,06-11-42,0,,32.77777778,22.22222222,27.77777778,0,,42,11,6
10001,07-11-42,0,,31.66666667,23.33333333,27.77777778,0,,42,11,7
10001,08-11-42,0,,31.11111111,22.77777778,26.66666667,0,,42,11,8
10001,09-11-42,0,,31.66666667,22.77777778,27.22222222,0,,42,11,9
10001,10-11-42,0,,32.77777778,22.77777778,27.77777778,0,,42,11,10
10001,11-11-42,0,,32.22222222,23.33333333,27.77777778,0,,42,11,11
10001,12-11-42,0,,32.22222222,22.77777778,27.77777778,0,,42,11,12
10001,13-11-42,0,,32.22222222,22.77777778,27.77777778,0,,42,11,13
10001,14-11-42,0,,32.22222222,22.77777778,27.77777778,0,,42,11,14
10001,15-11-42,0,,32.22222222,22.77777778,27.77777778,0,,42,11,15
10001,16-11-42,T,,32.22222222,22.77777778,27.77777778,0,,42,11,16
10001,17-11-42,0,,32.77777778,23.33333333,27.77777778,0,,42,11,17
10001,18-11-42,0,,31.66666667,23.33333333,27.77777778,0,,42,11,18
10001,19-11-42,0,,31.66666667,22.77777778,27.22222222,0,,42,11,19
10001,20-11-42,0,,31.66666667,23.33333333,27.77777778,0,,42,11,20
10001,21-11-42,T,,32.22222222,22.77777778,27.77777778,0,,42,11,21
10001,22-11-42,0,,31.66666667,21.11111111,26.66666667,0,,42,11,22
10001,23-11-42,0,,32.77777778,23.33333333,27.77777778,0,,42,11,23
10001,24-11-42,0,,32.22222222,23.33333333,27.77777778,0,,42,11,24
10001,25-11-42,0,,33.33333333,23.33333333,28.33333333,0,,42,11,25
10001,26-11-42,0,,32.22222222,22.22222222,27.22222222,0,,42,11,26
10001,27-11-42,19.05,,32.77777778,21.66666667,27.22222222,0,,42,11,27
10001,28-11-42,0,,31.11111111,21.66666667,26.66666667,0,,42,11,28
10001,29-11-42,0,,32.22222222,22.77777778,27.77777778,0,,42,11,29
10001,30-11-42,T,,32.77777778,23.33333333,27.77777778,0,,42,11,30
10001,01-12-42,0,,32.22222222,22.22222222,27.22222222,0,,42,12,1
10001,02-12-42,0,,32.77777778,23.33333333,27.77777778,0,,42,12,2
10001,03-12-42,23.876,,31.66666667,19.44444444,25.55555556,0,,42,12,3
10001,04-12-42,0,,31.11111111,22.22222222,26.66666667,0,,42,12,4
10001,05-12-42,0,,31.66666667,22.22222222,26.66666667,0,,42,12,5
10001,06-12-42,0,,31.66666667,22.22222222,26.66666667,0,,42,12,6
10001,07-12-42,0,,31.11111111,21.66666667,26.66666667,0,,42,12,7
10001,08-12-42,0,,32.22222222,22.22222222,27.22222222,0,,42,12,8
10001,09-12-42,0,,32.77777778,23.88888889,28.33333333,0,,42,12,9
10001,10-12-42,4.064,,32.77777778,20,26.66666667,0,,42,12,10
10001,11-12-42,0,,29.44444444,20,24.44444444,0,,42,12,11
10001,12-12-42,0,,26.66666667,19.44444444,23.33333333,0,,42,12,12
10001,13-12-42,0,,30.55555556,20.55555556,25.55555556,0,,42,12,13
10001,14-12-42,0,,31.11111111,22.77777778,26.66666667,0,,42,12,14
10001,15-12-42,2.54,,31.11111111,22.22222222,26.66666667,0,,42,12,15
10001,16-12-42,0,,30.55555556,22.22222222,26.66666667,0,,42,12,16
10001,17-12-42,0,,31.11111111,22.77777778,26.66666667,0,,42,12,17
10001,18-12-42,0,,30.55555556,22.77777778,26.66666667,0,,42,12,18
10001,19-12-42,0,,31.11111111,21.66666667,26.66666667,0,,42,12,19
10001,20-12-42,0,,31.11111111,22.77777778,26.66666667,0,,42,12,20
10001,21-12-42,0.508,,33.88888889,18.88888889,26.66666667,0,,42,12,21
10001,22-12-42,0,,31.11111111,18.88888889,25,0,,42,12,22
10001,23-12-42,0,,32.22222222,21.66666667,26.66666667,0,,42,12,23
10001,24-12-42,0,,32.22222222,22.22222222,27.22222222,0,,42,12,24
10001,25-12-42,0,,32.22222222,18.88888889,25.55555556,0,,42,12,25
10001,26-12-42,0,,32.22222222,21.11111111,26.66666667,0,,42,12,26
10001,27-12-42,0,,32.77777778,17.22222222,25,0,,42,12,27
10001,28-12-42,0,,30.55555556,16.11111111,23.33333333,0,,42,12,28
10001,29-12-42,0,,32.22222222,16.66666667,24.44444444,0,,42,12,29
10001,30-12-42,0,,32.22222222,18.33333333,25.55555556,0,,42,12,30
10001,31-12-42,0,,31.11111111,22.22222222,26.66666667,0,,42,12,31
10001,01-01-43,0,,31.11111111,21.11111111,26.11111111,0,,43,1,1
10001,02-01-43,12.192,,30.55555556,23.33333333,26.66666667,0,,43,1,2
10001,03-01-43,0,,29.44444444,21.11111111,25.55555556,0,,43,1,3
10001,04-01-43,0,,30,21.11111111,25.55555556,0,,43,1,4
10001,05-01-43,0,,30.55555556,20,25.55555556,0,,43,1,5
10001,06-01-43,0,,31.66666667,21.11111111,26.66666667,0,,43,1,6
10001,07-01-43,0,,32.22222222,20.55555556,26.66666667,0,,43,1,7
10001,08-01-43,0,,31.66666667,22.22222222,26.66666667,0,,43,1,8
10001,09-01-43,0,,30.55555556,23.33333333,26.66666667,0,,43,1,9
10001,10-01-43,0,,33.33333333,21.66666667,27.77777778,0,,43,1,10
10001,11-01-43,0,,30.55555556,21.66666667,26.11111111,0,,43,1,11
10001,12-01-43,0,,31.11111111,19.44444444,25.55555556,0,,43,1,12
10001,13-01-43,0,,31.66666667,21.66666667,26.66666667,0,,43,1,13
10001,14-01-43,0,,32.77777778,22.22222222,27.77777778,0,,43,1,14
10001,15-01-43,0,,31.11111111,23.33333333,27.22222222,0,,43,1,15
10001,16-01-43,0,,31.66666667,23.33333333,27.77777778,0,,43,1,16
10001,17-01-43,0,,31.11111111,22.22222222,26.66666667,0,,43,1,17
10001,18-01-43,0,,32.22222222,22.77777778,27.77777778,0,,43,1,18
10001,19-01-43,0,,31.66666667,23.33333333,27.77777778,0,,43,1,19
10001,20-01-43,0,,33.33333333,22.77777778,27.77777778,0,,43,1,20
10001,21-01-43,0,,32.22222222,24.44444444,28.33333333,0,,43,1,21
10001,22-01-43,0,,31.66666667,22.22222222,26.66666667,0,,43,1,22
10001,23-01-43,0,,30.55555556,23.33333333,26.66666667,0,,43,1,23
10001,24-01-43,2.794,,31.11111111,22.77777778,26.66666667,0,,43,1,24
10001,25-01-43,3.556,,29.44444444,21.66666667,25.55555556,0,,43,1,25
10001,26-01-43,0,,30,20,25,0,,43,1,26
10001,27-01-43,0,,31.11111111,22.77777778,26.66666667,0,,43,1,27
10001,28-01-43,0,,31.11111111,22.77777778,26.66666667,0,,43,1,28
10001,29-01-43,0,,31.66666667,23.88888889,27.77777778,0,,43,1,29
10001,30-01-43,0,,31.11111111,22.22222222,26.66666667,0,,43,1,30
10001,31-01-43,0,,29.44444444,23.33333333,26.66666667,0,,43,1,31
10001,01-02-43,0,,31.11111111,21.66666667,26.66666667,0,,43,2,1
10001,02-02-43,0,,30.55555556,22.22222222,26.66666667,0,,43,2,2
10001,03-02-43,0,,31.11111111,22.22222222,26.66666667,0,,43,2,3
10001,04-02-43,0,,32.77777778,22.22222222,27.77777778,0,,43,2,4
10001,05-02-43,0,,31.11111111,23.33333333,27.22222222,0,,43,2,5
10001,06-02-43,0,,31.66666667,23.33333333,27.77777778,0,,43,2,6
10001,07-02-43,0,,34.44444444,22.77777778,28.88888889,0,,43,2,7
10001,08-02-43,0,,32.77777778,21.11111111,26.66666667,0,,43,2,8
10001,09-02-43,0,,34.44444444,24.44444444,29.44444444,0,,43,2,9
10001,10-02-43,0,,32.77777778,23.88888889,28.33333333,0,,43,2,10
10001,11-02-43,0,,32.77777778,23.88888889,28.33333333,0,,43,2,11
10001,12-02-43,0,,30.55555556,24.44444444,27.22222222,0,,43,2,12
10001,13-02-43,0,,31.11111111,23.88888889,27.22222222,0,,43,2,13
10001,14-02-43,0,,31.11111111,24.44444444,27.77777778,0,,43,2,14
10001,15-02-43,0,,32.22222222,25,28.33333333,0,,43,2,15
10001,16-02-43,33.274,,31.66666667,22.22222222,26.66666667,0,,43,2,16
10001,17-02-43,0,,28.33333333,22.22222222,25.55555556,0,,43,2,17
10001,18-02-43,0,,31.11111111,22.77777778,26.66666667,0,,43,2,18
10001,19-02-43,0,,31.11111111,22.77777778,26.66666667,0,,43,2,19
10001,20-02-43,0,,32.22222222,22.77777778,27.77777778,0,,43,2,20
10001,21-02-43,0.762,,31.66666667,20,25.55555556,0,,43,2,21
10001,22-02-43,0,,31.11111111,22.22222222,26.66666667,0,,43,2,22
10001,23-02-43,0,,31.11111111,23.33333333,27.22222222,0,,43,2,23
10001,24-02-43,0,,31.11111111,23.33333333,27.22222222,0,,43,2,24
10001,25-02-43,0,,31.11111111,22.77777778,26.66666667,0,,43,2,25
10001,26-02-43,0,,31.66666667,21.66666667,26.66666667,0,,43,2,26
10001,27-02-43,0,,31.11111111,22.77777778,26.66666667,0,,43,2,27
10001,28-02-43,0,,31.66666667,23.33333333,27.77777778,0,,43,2,28
10001,01-03-43,0,,31.66666667,23.33333333,27.77777778,0,,43,3,1
10001,02-03-43,0,,32.77777778,23.33333333,27.77777778,0,,43,3,2
10001,03-03-43,0,,32.22222222,23.33333333,27.77777778,0,,43,3,3
10001,04-03-43,0,,32.22222222,23.88888889,27.77777778,0,,43,3,4
10001,05-03-43,0,,31.66666667,24.44444444,27.77777778,0,,43,3,5
10001,06-03-43,0,,32.22222222,23.88888889,27.77777778,0,,43,3,6
10001,07-03-43,0,,32.22222222,23.88888889,27.77777778,0,,43,3,7
10001,08-03-43,0,,32.22222222,23.33333333,27.77777778,0,,43,3,8
10001,09-03-43,T,,31.66666667,23.88888889,27.77777778,0,,43,3,9
10001,10-03-43,0,,32.22222222,23.88888889,27.77777778,0,,43,3,10
10001,11-03-43,T,,32.22222222,24.44444444,28.33333333,0,,43,3,11
10001,12-03-43,19.304,,31.66666667,23.33333333,27.77777778,0,,43,3,12
10001,13-03-43,0,,28.88888889,21.66666667,25.55555556,0,,43,3,13
10001,14-03-43,0,,32.22222222,22.22222222,27.22222222,0,,43,3,14
10001,15-03-43,47.752,,35,23.33333333,28.88888889,0,,43,3,15
10001,16-03-43,0,,30.55555556,22.22222222,26.66666667,0,,43,3,16
10001,17-03-43,0,,32.22222222,22.22222222,27.22222222,0,,43,3,17
10001,18-03-43,0,,31.11111111,22.77777778,26.66666667,0,,43,3,18
10001,19-03-43,0.762,,28.33333333,23.33333333,25.55555556,0,,43,3,19
10001,20-03-43,0,,31.11111111,21.11111111,26.11111111,0,,43,3,20
10001,21-03-43,0,,30.55555556,20.55555556,25.55555556,0,,43,3,21
10001,22-03-43,0.508,,30.55555556,21.11111111,25.55555556,0,,43,3,22
10001,23-03-43,0,,30.55555556,22.22222222,26.66666667,0,,43,3,23
10001,24-03-43,6.35,,30.55555556,21.66666667,26.11111111,0,,43,3,24
10001,25-03-43,3.556,,29.44444444,20.55555556,25,0,,43,3,25
10001,26-03-43,0,,30,21.66666667,25.55555556,0,,43,3,26
10001,27-03-43,0,,30,21.66666667,25.55555556,0,,43,3,27
10001,28-03-43,0,,31.66666667,22.22222222,27.22222222,0,,43,3,28
10001,29-03-43,0,,31.66666667,21.66666667,26.66666667,0,,43,3,29
10001,30-03-43,3.048,,34.44444444,21.66666667,27.77777778,0,,43,3,30
10001,31-03-43,0,,31.66666667,21.66666667,26.66666667,0,,43,3,31
10001,01-04-43,0,,30.55555556,21.66666667,26.11111111,0,,43,4,1
10001,02-04-43,0.762,,30,21.66666667,26.11111111,0,,43,4,2
10001,03-04-43,T,,31.11111111,22.22222222,26.66666667,0,,43,4,3
10001,04-04-43,0,,31.66666667,22.22222222,26.66666667,0,,43,4,4
10001,05-04-43,0,,32.22222222,22.22222222,27.22222222,0,,43,4,5
10001,06-04-43,T,,30.55555556,21.11111111,26.11111111,0,,43,4,6
10001,07-04-43,8.382,,27.77777778,22.22222222,25,0,,43,4,7
10001,08-04-43,0,,31.11111111,20.55555556,26.11111111,0,,43,4,8
10001,09-04-43,0,,31.11111111,22.77777778,26.66666667,0,,43,4,9
10001,10-04-43,0,,31.11111111,23.33333333,27.22222222,0,,43,4,10
10001,11-04-43,0,,32.22222222,23.88888889,27.77777778,0,,43,4,11
10001,12-04-43,10.16,,32.22222222,22.22222222,27.22222222,0,,43,4,12
10001,13-04-43,T,,31.11111111,24.44444444,27.77777778,0,,43,4,13
10001,14-04-43,27.178,,31.11111111,23.33333333,27.22222222,0,,43,4,14
10001,15-04-43,30.48,,30,21.66666667,25.55555556,0,,43,4,15
10001,16-04-43,0,,31.66666667,23.33333333,27.22222222,0,,43,4,16
10001,17-04-43,0,,30.55555556,23.88888889,27.22222222,0,,43,4,17
10001,18-04-43,T,,31.11111111,23.88888889,27.22222222,0,,43,4,18
10001,19-04-43,0,,31.66666667,23.88888889,27.77777778,0,,43,4,19
10001,20-04-43,0,,31.66666667,22.77777778,27.22222222,0,,43,4,20
10001,21-04-43,T,,31.11111111,23.33333333,27.22222222,0,,43,4,21
10001,22-04-43,0,,31.11111111,23.33333333,27.22222222,0,,43,4,22
10001,23-04-43,0,,31.66666667,25.55555556,28.33333333,0,,43,4,23
10001,24-04-43,0,,32.77777778,22.77777778,27.77777778,0,,43,4,24
10001,25-04-43,0,,31.66666667,24.44444444,27.77777778,0,,43,4,25
10001,26-04-43,4.064,,30,22.77777778,26.11111111,0,,43,4,26
10001,27-04-43,0,,31.66666667,23.33333333,27.22222222,0,,43,4,27
10001,28-04-43,0,,31.11111111,24.44444444,27.77777778,0,,43,4,28
10001,29-04-43,0,,31.11111111,24.44444444,27.77777778,0,,43,4,29
10001,30-04-43,0,,32.22222222,23.88888889,27.77777778,0,,43,4,30
10001,01-05-43,3.556,,30,20,25,0,,43,5,1
10001,02-05-43,45.212,,30,21.11111111,25.55555556,0,,43,5,2
10001,03-05-43,0,,30,22.22222222,26.11111111,0,,43,5,3
10001,04-05-43,0,,31.66666667,20.55555556,26.11111111,0,,43,5,4
10001,05-05-43,0.254,,31.66666667,22.22222222,26.66666667,0,,43,5,5
10001,06-05-43,0,,31.66666667,22.77777778,27.22222222,0,,43,5,6
10001,07-05-43,0,,31.66666667,23.33333333,27.22222222,0,,43,5,7
10001,08-05-43,0,,32.22222222,23.33333333,27.77777778,0,,43,5,8
10001,09-05-43,0,,32.22222222,24.44444444,28.33333333,0,,43,5,9
10001,10-05-43,0,,30.55555556,22.22222222,26.11111111,0,,43,5,10
10001,11-05-43,0,,30,22.77777778,26.11111111,0,,43,5,11
10001,12-05-43,10.668,,31.11111111,22.77777778,26.66666667,0,,43,5,12
10001,13-05-43,T,,30,22.77777778,26.11111111,0,,43,5,13
10001,14-05-43,0,,32.77777778,22.22222222,24.44444444,0,,43,5,14
10001,15-05-43,0.508,,32.77777778,22.22222222,27.22222222,0,,43,5,15
10001,16-05-43,T,,30,21.66666667,25.55555556,0,,43,5,16
10001,17-05-43,T,,33.33333333,22.77777778,27.77777778,0,,43,5,17
10001,18-05-43,T,,31.66666667,23.33333333,27.22222222,0,,43,5,18
10001,19-05-43,T,,29.44444444,22.22222222,25.55555556,0,,43,5,19
10001,20-05-43,0,,30.55555556,23.33333333,26.66666667,0,,43,5,20
10001,21-05-43,0,,31.11111111,22.77777778,26.66666667,0,,43,5,21
10001,22-05-43,2.794,,30.55555556,20.55555556,25.55555556,0,,43,5,22
10001,23-05-43,15.494,,28.88888889,22.77777778,25.55555556,0,,43,5,23
10001,24-05-43,57.658,,27.77777778,22.22222222,25,0,,43,5,24
10001,25-05-43,0.254,,28.88888889,22.22222222,25.55555556,0,,43,5,25
10001,26-05-43,0,,30,21.66666667,25.55555556,0,,43,5,26
10001,27-05-43,0,,28.88888889,22.22222222,25.55555556,0,,43,5,27
10001,28-05-43,0.254,,29.44444444,22.77777778,26.11111111,0,,43,5,28
10001,29-05-43,58.166,,26.66666667,21.11111111,23.88888889,0,,43,5,29
10001,30-05-43,T,,30,20,25,0,,43,5,30
10001,31-05-43,0.762,,29.44444444,22.22222222,25.55555556,0,,43,5,31
10001,01-06-43,0,,30.55555556,22.77777778,26.66666667,0,,43,6,1
10001,02-06-43,0,,31.11111111,22.77777778,26.66666667,0,,43,6,2
10001,03-06-43,0,,31.11111111,22.77777778,26.66666667,0,,43,6,3
10001,04-06-43,11.43,,25,20,22.77777778,0,,43,6,4
10001,05-06-43,0,,30.55555556,20.55555556,25.55555556,0,,43,6,5
10001,06-06-43,T,,29.44444444,22.77777778,23.33333333,0,,43,6,6
10001,07-06-43,T,,31.11111111,22.77777778,27.22222222,0,,43,6,7
10001,08-06-43,31.242,,28.88888889,22.77777778,26.11111111,0,,43,6,8
10001,09-06-43,17.78,,27.22222222,23.88888889,25.55555556,0,,43,6,9
10001,10-06-43,26.924,,27.77777778,21.66666667,25,0,,43,6,10
10001,11-06-43,1.016,,29.44444444,21.66666667,25.55555556,0,,43,6,11
10001,12-06-43,0,,30.55555556,21.11111111,26.11111111,0,,43,6,12
10001,13-06-43,T,,30,22.77777778,26.66666667,0,,43,6,13
10001,14-06-43,2.54,,28.88888889,22.22222222,25.55555556,0,,43,6,14
10001,15-06-43,26.67,,27.22222222,21.66666667,24.44444444,0,,43,6,15
10001,16-06-43,6.604,,25.55555556,21.66666667,23.88888889,0,,43,6,16
10001,17-06-43,T,,28.33333333,20.55555556,24.44444444,0,,43,6,17
10001,18-06-43,T,,30,21.66666667,26.11111111,0,,43,6,18
10001,19-06-43,T,,30,22.22222222,26.11111111,0,,43,6,19
10001,20-06-43,5.334,,28.33333333,21.11111111,24.44444444,0,,43,6,20
10001,21-06-43,0.254,,27.77777778,21.66666667,24.44444444,0,,43,6,21
10001,22-06-43,T,,27.77777778,22.77777778,25.55555556,0,,43,6,22
10001,23-06-43,4.826,,27.77777778,21.11111111,24.44444444,0,,43,6,23
